"KEY","en","notes","sp","fr","de","it","pt-br"
"NPC_MAP_TOOLTIP_BUTCH9","想要在困難難度下殺過神的貓。","","Quieren gatos que hayan matado a Dios... en modo Difícil.","Recherche des chats qui ont tué Dieu... en difficulté Difficile.","Will Katzen, die Gott getötet haben&nbsp;… auf dem Schwierigkeitsgrad „Hart“.","Cerca gatti che hanno ucciso Dio... a livello difficile.","Deseja gatos que mataram Deus... na dificuldade Difícil."
"NPC_MAP_TOOLTIP_BUTCH10","想要在瘋狂難度下殺過神的貓。","","Quieren gatos que hayan matado a Dios... en modo Locura.","Recherche des chats qui ont tué Dieu... en difficulté Dingue.","Will Katzen, die Gott getötet haben&nbsp;… auf dem Schwierigkeitsgrad „Verrückt“.","Cerca gatti che hanno ucciso Dio... a livello folle.","Deseja gatos que mataram Deus... na dificuldade Maluca."
"NPC_MAP_TOOLTIP_BUTCH11","想要在不可能難度下殺過神的貓。","","Quieren gatos que hayan matado a Dios... en modo Imposible.","Recherche des chats qui ont tué Dieu... en difficulté Impossible.","Will Katzen, die Gott getötet haben&nbsp;… auf dem Schwierigkeitsgrad „Unmöglich“.","Cerca gatti che hanno ucciso Dio... a livello impossibile.","Deseja gatos que mataram Deus... na dificuldade Impossível."
"NPC_MAP_TOOLTIP_TINK","想要小貓。","","Quiere gatitos.","Recherche des chatons.","Will Kätzchen.","Cerca gattini.","Deseja filhotes de gato."
"NPC_MAP_TOOLTIP_FRANK","想要退休貓。","","Quiere gatos jubilados.","Recherche des chats à la retraite/","Will Katzen im Ruhestand.","Cerca gatti in pensione.","Deseja gatos aposentados."
"NPC_MAP_TOOLTIP_JACK","想要帶有傷勢的貓。","","Quiere gatos con lesiones.","Recherche des chats blessés.","Will Katzen mit Verletzungen.","Cerca gatti con ferite.","Deseja gatos com ferimentos."
"NPC_MAP_TOOLTIP_TRACY","想要年齡 {age} 以上的貓。","","Quiere gatos que tengan {age} años o más.","Recherche des chats de {age} ans ou plus.","Will Katzen, die {age} oder älter sind.","Cerca gatti di età pari o superiore a {age}.","Deseja gatos com idade igual ou superior a {age}."
"NPC_MAP_TOOLTIP_ORGANGRINDER","想要死去的貓。
（會自動收集你在冒險中死亡的貓）","","Quiere gatos muertos.
(Recogerá automáticamente los gatos muertos de tus aventuras).","Recherche des chats morts.
(Collectera automatiquement les chats morts durant vos aventures.)","Will tote Katzen.
(Sammelt nach Abenteuern automatisch tote Katzen ein)","Cerca gatti morti.
(Raccoglierà automaticamente i gatti morti dalle tue avventure)","Deseja gatos mortos.
(Coleta automaticamente gatos mortos de suas aventuras)"
"NPC_MAP_TOOLTIP_NEXTREWARD","下一個獎勵：{reward}","see npc_favor_unlocks.csv for what {reward} looks like here","Próxima recompensa: {reward}","Prochaine récompense&nbsp;: {reward}","Nächste Belohnung: {reward}","Prossima ricompensa: {reward}","Próxima recompensa: {reward}"
"NPC_MAP_HEADER","布恩郡","","Condado Bonanza","Boon County","Boon County","Contea di Boon","Condado de Boon"
"NPC_PIPEMAP_HEADER","將 {Catname} 送往：","","Destino de {Catname}:","Envoyer {Catname} à&nbsp;:","{Catname} schicken an:","Invia {Catname} a:","Enviar {Catname} para:"
"NPC_PIPEMAP_HEADER_M","","","","","","",""
"NPC_PIPEMAP_HEADER_F","","","","","","",""
"NPC_PIPEMAP_HEADER_N","","","","","","",""
"NPC_PIPEMAP_TOOLTIP_TRASH","丟棄 {Catname}，不會獲得任何好感或獎勵。","","Deshazte de {Catname} sin recibir ningún favor ni recompensas.","Faire disparaître {Catname} sans recevoir aucune faveur ni récompense.","{Catname} loswerden, ohne eine Belohnung zu erhalten.","Sbarazzati di {Catname} senza ricevere favori o ricompense.","Livre-se de {Catname} sem receber qualquer favor ou recompensa."
"NPC_PIPEMAP_TOOLTIP_TRASH_M","","","","","","",""
"NPC_PIPEMAP_TOOLTIP_TRASH_F","","","","","","",""
"NPC_PIPEMAP_TOOLTIP_TRASH_N","","","","","","",""
"","","","","","","",""
"POPUP_UNEQUIPPED_QUEST_ITEMS","你有未裝備的任務道具。請先裝備所有任務道具。","","Tienes objetos de misión sin equipar. Equípalos todos antes.","Vous avez retiré des objets de quête. Équipez d'abord tous les objets de quête.","Du hast unausgerüstete Questgegenstände. Rüste zuerst alle benötigten Questgegenstände aus.","Hai oggetti missione non equipaggiati. Equipaggia prima tutti gli oggetti missione.","Você possui itens da missão não equipados. Por favor, equipe todos os itens da missão primeiro."
"POPUP_TRY_EQUIP_PARASITE_QUEST_ITEMS","裝備這個不可移除物品前，請先裝備所有任務道具。","","Equipa todos los objetos de misión antes de equipar este objeto que no se puede quitar.","Équipez d'abord tous les objets de quête avant d'équiper cet objet impossible à retirer.","Bitte rüste alle Questgegenstände aus, bevor du diesen nicht entfernbaren Gegenstand ausrüstest.","Equipaggia tutti gli oggetti missione prima di equipaggiare questo oggetto non rimovibile.","Por favor, equipe todos os itens da missão antes de equipar este item que não pode ser removido."
"POPUP_TRY_EQUIP_PARASITE","此物品一旦裝備便無法移除。確定要裝備給這隻貓嗎？","","Una vez equipado, este objeto no se puede quitar. ¿Seguro que quieres equipárselo a este gato?","Une fois équipé, cet objet ne pourra pas être retiré. Vous voulez vraiment l'équiper sur ce chat&nbsp;?","Dieser Gegenstand kann nach dem Ausrüsten nicht entfernt werden. Wirklich ausrüsten?","Una volta equipaggiato, quest'oggetto non potrà essere rimosso. Vuoi davvero assegnarlo a questo gatto?","Após ser equipado, este item não pode ser removido. Tem certeza de que deseja equipá-lo neste gato?"
"POPUP_TRY_EQUIP_MODIFIER","一旦套用便無法復原，且會消耗該物品。確定要套用到這隻貓嗎？","","Una vez aplicado, el objeto se consumirá y el cambio será permanente. ¿Seguro que quieres hacerlo?","Une fois appliqué, vous ne pourrez pas retourner en arrière et l'objet sera consommé. Vous voulez vraiment l'appliquer sur ce chat&nbsp;?","Dies kann nicht rückgängig gemacht werden und der Gegenstand wird verbraucht. Wirklich auf diese Katze anwenden?","Quest'azione, una volta applicata, non sarà annullabile e l'oggetto verrà consumato. Vuoi davvero effettuarla?","Após a aplicação, isto não poderá ser desfeito e o item será consumido. Tem certeza de que deseja aplicá-lo neste gato?"
"POPUP_TRY_EMBARK_COLORLESS","你的其中一隻或多隻貓尚未配戴項圈。確定要讓牠們不戴項圈出發嗎？","","Uno o varios de tus gatos no tienen collar. ¿Seguro que quieres que se queden sin collar?","Un ou plusieurs de vos chats sont sans collier. Vous voulez vraiment les laisser dans cet état&nbsp;?","Eine oder mehrere deiner Katzen tragen kein Halsband. Willst du wirklich, dass sie klassenlos bleiben?","A uno o più dei tuoi gatti non è stato dato un collare. Vuoi davvero continuare?","Um ou mais de seus gatos não possui coleira. Tem certeza de que quer que eles permaneçam assim?"
"POPUP_TRY_RETURN_HOME_EARLY","確定要提前返家，而不是繼續前進嗎？","","¿Seguro que quieres volver a casa en lugar de seguir adelante?","Vous voulez vraiment rentrer chez vous et arrêter d'avancer&nbsp;?","Willst du wirklich nach Hause zurückkehren, ohne weiterzureisen?","Vuoi davvero tornare a casa invece di proseguire?","Tem certeza de que deseja retornar para casa ao invés de prosseguir?"
"POPUP_TRY_DEFEND_WITH_BASELEVEL_CATS","確定要用這些貓防守家園嗎？其中有些幾乎沒有經驗...","","¿Seguro que quieres defender tu casa con estos gatos? Algunos de ellos no tienen experiencia...","Vous comptez vraiment défendre votre maison avec ces chats&nbsp;? Certains d'entre eux n'ont aucune expérience...","Willst du dein Haus wirklich mit diesen Katzen verteidigen? Ein paar von ihnen haben keine Erfahrung&nbsp;…","Vuoi davvero difendere la tua casa con questi gatti? Alcuni di loro non hanno esperienza...","Tem certeza de que deseja defender sua casa com esses gatos? Alguns deles não possuem experiência..."
"POPUP_TRY_EMBARK_LESS_THAN_4","確定要以少於 4 隻貓出發冒險嗎？","","¿Seguro que quieres embarcarte en una aventura con menos de 4 gatos?","Vous comptez partir à l'aventure avec moins de 4 chats&nbsp;?","Willst du wirklich mit weniger als vier Katzen auf ein Abenteuer aufbrechen?","Vuoi davvero imbarcati in un'avventura con meno di 4 gatti?","Tem certeza de que deseja embarcar em uma aventura com menos de 4 gatos?"
"POPUP_TRY_DEFEND_LESS_THAN_4","確定要以少於 4 隻貓防守家園嗎？","","¿Seguro que quieres defender tu casa con menos de 4 gatos?","Vous comptez défendre votre maison avec moins de 4 chats&nbsp;?","Willst du dein Haus wirklich mit weniger als vier Katzen verteidigen?","Vuoi davvero difendere la tua casa con meno di 4 gatti?","Tem certeza de que deseja defender sua casa com menos de 4 gatos?"
"","","","","","","",""
"POPUP_TRY_RESUMMON_TINA1","要重新召喚 Guillotina 1 嗎？","","¿Quieres volver a invocar a Guillotina 1?","Voulez-vous réinvoquer Guillotina 1&nbsp;?","Willst du Guillotina&nbsp;1 neu beschwören?","Vuoi rievocare Guillotina 1?","Você deseja invocar Guilhotina 1 novamente?"
"POPUP_TRY_RESUMMON_TINA2","要重新召喚 Guillotina 2 嗎？","","¿Quieres volver a invocar a Guillotina 2?","Voulez-vous réinvoquer Guillotina 2&nbsp;?","Willst du Guillotina&nbsp;2 neu beschwören?","Vuoi rievocare Guillotina 2?","Você deseja invocar Guilhotina 2 novamente?"
"POPUP_TRY_RESUMMON_TINA3","要重新召喚 Guillotina 3 嗎？","","¿Quieres volver a invocar a Guillotina 3?","Voulez-vous réinvoquer Guillotina 3&nbsp;?","Willst du Guillotina&nbsp;3 neu beschwören?","Vuoi rievocare Guillotina 3?","Você deseja invocar Guilhotina 3 novamente?"
"POPUP_TRY_RESUMMON_PYRO","要重新召喚 Pyrophina 嗎？","","¿Quieres volver a invocar a Pyrophina?","Voulez-vous réinvoquer Pyrophina&nbsp;?","Willst du Pyrophina neu beschwören?","Vuoi rievocare Pyrophina?","Você deseja invocar Pyrophina novamente?"
"POPUP_TRY_RESUMMON_ZARA","要重新召喚 Zaratana 嗎？","","¿Quieres volver a invocar a Zaratana?","Voulez-vous réinvoquer Zaratana&nbsp;?","Willst du Zaratana neu beschwören?","Vuoi rievocare Zaratana?","Você deseja invocar Zaratana novamente?"
"POPUP_TRY_RESUMMON_KAIJUFIGHT","要重新召喚
Pyrophina 對 Zaratana 嗎？","","¿Quieres volver a invocar a Pyrophina contra Zaratana?","Voulez-vous réinvoquer
Pyrophina contre Zaratana&nbsp;?","Willst du Pyrophina vs. Zaratana
neu beschwören?","Vuoi rievocare
Pyrophina contro Zaratana?","Você deseja invocar Pyrophina vs. Zaratana novamente?"
"POPUP_TRY_RESUMMON_T1","要重新召喚 C-800 嗎？","","¿Quieres volver a invocar al C-800?","Voulez-vous réinvoquer C-800&nbsp;?","Willst du den C-800 neu beschwören?","Vuoi rievocare il C-800?","Você deseja invocar G-800 novamente?"
"POPUP_TRY_RESUMMON_T2","要重新召喚 C-1000 嗎？","","¿Quieres volver a invocar al C-1000?","Voulez-vous réinvoquer C-1000&nbsp;?","Willst du den C-1000 neu beschwören?","Vuoi rievocare il C-1000?","Você deseja invocar G-1000 novamente?"
"POPUP_TRY_RESUMMON_T3","要重新召喚 Hitler III 嗎？","","¿Quieres volver a invocar a Hitler III?","Voulez-vous réinvoquer Hitler III&nbsp;?","Willst du Hitler&nbsp;III neu beschwören?","Vuoi rievocare Hitler III?","Você deseja invocar Hitler III novamente?"
"","","","","","","",""
"MAP_CAT_LEVEL","等級：{level}","","Nivel: {level}","Niveau&nbsp;: {level}","Level: {level}","Livello: {level}","Nível: {level}"
"","","","","","","",""
"ITEM_TOOLTIP_ADDITION_PARASITE","寄生蟲。","","Parásito.","Parasite","Parasit.","Parassita.","Parasita."
"ITEM_TOOLTIP_ADDITION_CURSED","詛咒。","","Maldición.","Malédiction","Verflucht.","Maledetto.","Maldição."
"ITEM_TOOLTIP_ADDITION_USES","（剩餘 {amount} 次使用）","","({amount} usos restantes)","(utilisations restantes&nbsp;: {amount})","({amount} Anwendungen übrig)","({amount} utilizzi rimanenti)","({amount} usos restantes)"
"ITEM_TOOLTIP_ADDITION_USES_SINGULAR","（剩餘 1 次使用）","","(1 uso restante)","(utilisations restantes&nbsp;: 1)","(1 Anwendung übrig)","(1 utilizzo rimanente)","(1 uso restante)"
"ITEM_TOOLTIP_ADDITION_DURABILITY","（剩餘 {amount} 耐久）","","({amount} de durabilidad restante)","(durabilité restante&nbsp;: {amount})","({amount} Haltbarkeit übrig)","({amount} durata rimanente)","({amount} de durabilidade restante)"
"ITEM_TOOLTIP_ADDITION_DURABILITY_SINGULAR","（剩餘 1 耐久）","","(1 de durabilidad restante)","(durabilité restante&nbsp;: 1)","(1 Haltbarkeit übrig)","(1 durata rimanente)","(1 de durabilidade restante)"
"ITEM_TOOLTIP_ADDITION_QUEST_LOCATION","把它帶去 {chaptername}。","","Lleva esto aquí: {chaptername}.","Amenez cet objet à&nbsp;: {chaptername}.","Bring den Gegenstand hierhin: {chaptername}.","Portalo qui: {chaptername}.","Levar para {chaptername}."
"ITEM_TOOLTIP_ADDITION_QUEST_COMPLETE","任務完成！把它帶回給豆豆博士領獎！","","¡Misión cumplida! El Dr. Beanies te dará una recompensa.","Quête accomplie&nbsp;! Allez voir le Dr Beanies pour recevoir une récompense&nbsp;!","Quest abgeschlossen! Kehre zu Dr. Beanies zurück, um eine Belohnung zu erhalten!","Missione completata! Ritorna dal dottor Beanies per una ricompensa!","Missão concluída! Retorne até o Dr. Beanies para receber uma recompensa!"
"ITEM_NAME_ADDITION_WORN","（磨損）","","(desgaste)","(Porté)","(Abgenutzt)","(Indossato)","(Gasto)"
"ITEM_NAME_ADDITION_BROKEN","（損壞）","","(rotura)","(Brisé)","(Kaputt)","(Rotto)","(Quebrado)"
"ITEM_NAME_ERROR","未知道具","","Objeto desconocido","Objet inconnu","Unbekannter Gegenstand","Oggetto sconosciuto","Item desconhecido"
"ITEM_WORN_TOOLTIP_HEADER","磨損","","Desgaste","Porté","Abgenutzt","Indossato","Gasto"
"ITEM_WORN_TOOLTIP","從冒險返家時有 50% 機率損壞。","","Tiene un 50 % de probabilidad de romperse al volver a casa tras una aventura.","Cet objet a 50&nbsp;% de chances de se briser quand vous rentrez d'une aventure.","Geht mit einer Wahrscheinlichkeit von 50&nbsp;% kaputt, wenn du von einem Abenteuer nach Hause zurückkehrst.","Ha il 50% di probabilità di rompersi al ritorno da un'avventura.","Possui 50% de chance de quebrar ao retornar para casa de uma aventura."
"ITEM_WORN_TOOLTIP2","從冒險返家時會損壞。","","Se romperá al volver a casa tras una aventura.","Se brisera quand vous rentrerez d'une aventure.","Geht kaputt, wenn du von einem Abenteuer nach Hause zurückkehrst.","Si romperà al ritorno da un'avventura.","Irá quebrar ao retornar para casa de uma aventura."
"ITEM_BROKEN_TOOLTIP_HEADER","損壞","","Rotura","Brisé","Kaputt","Rotto","Quebrado"
"ITEM_BROKEN_TOOLTIP","現在只是垃圾","","Ahora es basura.","Bon pour la poubelle.","Kann nicht mehr benutzt werden","Ora è spazzatura","Pode jogar fora"
"","","","","","","",""
"NO_CHARACTER_NAME","無人","","Nadie","Personne","Niemand","Nessuno","Ninguém"
"","","","","","","",""
"CAT_NAME_MOD_COOL","酷炫{Catname}","","{Catname} guay","{Catname} (cool)","{Catname} (Cool)|999","","{Catname} legal"
"CAT_NAME_MOD_COOL_M","","","","","","{Catname} fantastico",""
"CAT_NAME_MOD_COOL_F","","","","","","{Catname} fantastica",""
"CAT_NAME_MOD_COOL_N","","","","","","{Catname} spettacolare",""
"CAT_NAME_MOD_VEGAN","{Catname}（純素）|999","since multiple mods can apply to the same cat, you can append |<number> to change the priority a name mod applies
in this case, (Vegan) needs to come after other mods, so |1 means apply later. 
(higher numbers apply later)","{Catname} (dieta vegana)|999","{Catname} (végan)|999","{Catname} (Vegan)|999","",""
"CAT_NAME_MOD_VEGAN_M","","","","","","{Catname} (Vegano)|999","{Catname} (Vegano)|999"
"CAT_NAME_MOD_VEGAN_F","","","","","","{Catname} (Vegana)|999","{Catname} (Vegana)|999"
"CAT_NAME_MOD_VEGAN_N","","","","","","{Catname} (mangia cibo vegano)|999",""
"CAT_NAME_MOD_MAN","老爺 {Catname}|1","(should be Mr. regardless of {Catname}'s gender)","Sr. {Catname}|1","M. {Catname}|1","Mr. {Catname}|1","Mr. {Catname}|1","Mr. {Catname}|1"
"CAT_NAME_MOD_MAN_M","","","","","","",""
"CAT_NAME_MOD_MAN_F","","","","","","",""
"CAT_NAME_MOD_MAN_N","","","","","","",""
"CAT_NAME_MOD_SUPER","超級{Catname}","","Super-{Catname}","Super-{Catname}","Super-{Catname}","Super-{Catname}","Super-{Catname}"
"CAT_NAME_MOD_SUPER_M","","","","","","",""
"CAT_NAME_MOD_SUPER_F","","","","","","",""
"CAT_NAME_MOD_SUPER_N","","","","","","",""
"CAT_NAME_MOD_AMOEBA","{Catname}？|1","","¿{Catname}?|1","{Catname}&nbsp;?|1","{Catname}?|1","{Catname}?|1","{Catname}?|1"
"CAT_NAME_MOD_AMOEBA_M","","","","","","",""
"CAT_NAME_MOD_AMOEBA_F","","","","","","",""
"CAT_NAME_MOD_AMOEBA_N","","","","","","",""
"CAT_NAME_MOD_HIPPIE","{Catname} 月光","","{Catname} Rayo de Luna","{Catname} (rayon lunaire)","{Catname} Mondschein","{Catname} Raggio-di-luna","{Catname} Raio Lunar"
"CAT_NAME_MOD_HIPPIE_M","","","","","","",""
"CAT_NAME_MOD_HIPPIE_F","","","","","","",""
"CAT_NAME_MOD_HIPPIE_N","","","","","","",""
"CAT_NAME_MOD_DEMONIC","邪惡{Catname}","","{Catname} infame","{Catname} (maléfique)","{Catname} (Böse)|999","{Catname} crudele","{Catname} do mal"
"CAT_NAME_MOD_DEMONIC_M","","","","","","",""
"CAT_NAME_MOD_DEMONIC_F","","","","","","",""
"CAT_NAME_MOD_DEMONIC_N","","","","","","",""
"CAT_NAME_MOD_STEVEN","史蒂芬|-999","","Steven|-999","Steven|-999","Steven|-999","Steven|-999","Steven|-999"
"CAT_NAME_MOD_DWARF","小小{Catname}|3","","Peque {Catname}|3","{Catname} (minus)|3","Little {Catname}|3","",""
"CAT_NAME_MOD_DWARF_M","","","","","","Piccolo {Catname}|3","{Catname} pequeno|3"
"CAT_NAME_MOD_DWARF_F","","","","","","Piccola {Catname}|3","{Catname} pequena|3"
"CAT_NAME_MOD_DWARF_N","","","","","","{Catname} junior|3",""
"CAT_NAME_MOD_PDWARF","小不點{Catname}|3","","Mini-{Catname}|3","{Catname} (riquiqui)|3","Lil' {Catname}|3","{Catname} baby|3","Mini-{Catname}|3"
"CAT_NAME_MOD_PDWARF_M","","","","","","",""
"CAT_NAME_MOD_PDWARF_F","","","","","","",""
"CAT_NAME_MOD_PDWARF_N","","","","","","",""
"CAT_NAME_MOD_GIGANTISM","巨型{Catname}|2","","Gran {Catname}|2","{Catname} (géant)|2","Big {Catname}|2","{Catname} grande|2","{Catname} grande|2"
"CAT_NAME_MOD_GIGANTISM_M","","","","","","",""
"CAT_NAME_MOD_GIGANTISM_F","","","","","","",""
"CAT_NAME_MOD_GIGANTISM_N","","","","","","",""
"","","","","","","",""
"COMBAT_UI_ENDTURN","結束回合","","Terminar turno","Fin du tour","Zug beenden","Fine del turno","Finalizar turno"
"COMBAT_UI_ENDTURN_TOOLTIP","結束目前角色回合，並輪到下一位。","","Termina el turno del personaje actual y pasa al siguiente.","Met fin au tour du personnage actuel et passe au suivant.","Beende den Zug des aktuellen Charakters. Anschließend ist der nächste Charakter dran.","Termina il turno del personaggio corrente e passa a quello successivo.","Finaliza o turno do personagem atual e avança para o próximo."
"COMBAT_UI_ENDTURN_TOOLTIP_HIGHLIGHTED","結束目前角色回合，並輪到下一位。
（你已沒有可執行的行動）","","Termina el turno del personaje actual y pasa al siguiente.
(No tienes más acciones disponibles).","Met fin au tour du personnage actuel et passe au suivant.
(Plus aucune action disponible)","Beende den Zug des aktuellen Charakters. Anschließend ist der nächste Charakter dran.
(Du kannst keine weiteren Aktionen ausführen)","Termina il turno del personaggio corrente e passa a quello successivo.
(Non hai più azioni possibili)","Finaliza o turno do personagem atual e avança para o próximo.
(Não há outras ações possíveis)"
"COMBAT_UI_ROUNDCOUNT_POPUP","第 {round} 回合","","Ronda {round}","Manche {round}","Runde {round}","Round {round}","Rodada {round}"
"COMBAT_UI_VERTICAL_ROUND","回
合","should always be at most 5 characters arranged vertically","R
O
N
D
A","M
A
N
C
H
E","R
U
N
D
E","R
O
U
N
D","R
O
D
A
D"
"COMBAT_UI_AMBUSHED","遭到伏擊！","","¡Te atacan por sorpresa!","Embuscade ennemie&nbsp;!","Ein Hinterhalt!","Imboscata!","Emboscada!"
"COMBAT_UI_AMBUSHING","伏擊中！","","¡Atacas por sorpresa!","Ennemis surpris&nbsp;!
","Ein Hinterhalt für uns!","In agguato!","Emboscando!"
"COMBAT_UI_BATTLESTART","戰鬥開始！","","¡A luchar!","Début du combat&nbsp;!","Kampfbeginn!","Inizio battaglia!","A batalha começa!"
"COMBAT_UI_EXHAUSTIONROUND_SUBHEADER","疲勞開始蔓延！","","¡El agotamiento hace estragos!","La fatigue se fait sentir&nbsp;!","Erschöpfung macht sich breit!","Subentra la fatica!","A exaustão toma conta!"
"COMBAT_UI_VICTORY","勝利！","","¡VICTORIA!","VICTOIRE&nbsp;!","SIEG!","VITTORIA!","VITÓRIA!"
"COMBAT_UI_DEFEAT","戰敗！","","¡Derrota!","Défaite&nbsp;!","Niederlage!","Sconfitta!","Derrota!"
"","","","","","","",""
"INVENTORY_EQUIPPED_HEADER","已裝備","","Equipado","Équipement","Ausrüstung","Equipaggiato","Equipado"
"INVENTORY_BACKPACK_HEADER","背包","","Mochila","Sac à dos","Rucksack","Zaino","Mochila"
"INVENTORY_STORAGE_HEADER","倉庫","","Almacén","Rangement","Lager","Deposito","Armazenamento"
"INVENTORY_COLLARS_HEADER","裝備職業項圈！","","¡Equipa collares de clase!","Équipez un collier de classe&nbsp;!","Halsbänder ausrüsten!","Equipaggia collari di classe!","Equipar coleiras de classe!"
"INVENTORY_COLLARS_SIDE_HEADER","項圈","","Collares","Colliers","Halsbänder","Collari","Coleiras"
"INVENTORY_LOCKIN_BUTTON","確認出發！","","Asignar","Valider","Fertig!","Conferma!","Travar!"
"","","","","","","",""
"CUTSCENE_HOLD_TO_SKIP","長按以跳過","","Mantén pulsado para omitir","Passer (maintenir)","Halten zum Überspringen","Tieni premuto per saltare","Segure para pular"
"CUTSCENE_VERSUS","對","","contra","contre","vs.","vs","vs"
"","","","","","","",""
"ACT_NAME_ACT1","第一幕","","ACTO I","ACTE I","AKT I","ATTO I","ATO I"
"ACT_SUBTITLE_ACT1","巷弄","","El callejón","La Ruelle","Die Gasse","Il Vicolo","O Beco"
"ACT_NAME_ACT2","第二幕","","ACTO II","ACTE II","AKT II","ATTO II","ATO II"
"ACT_SUBTITLE_ACT2","沙漠","","El desierto","Le Désert","Die Wüste","Il Deserto","O Deserto"
"ACT_NAME_ACT3","第三幕","","ACTO III","ACTE III","AKT III","ATTO III","ATO III"
"ACT_SUBTITLE_ACT3","實驗室","","El laboratorio","Le Labo","Das Labor","Il Laboratorio","O Laboratório"
"","","","","","","",""
"DIFFICULTY_NAME_0","普通","","NORMAL","NORMAL","NORMAL","NORMALE","NORMAL"
"DIFFICULTY_NAME_1","困難","","DIFÍCIL","DIFFICILE","HART","DIFFICILE","DIFÍCIL"
"DIFFICULTY_NAME_2","瘋狂","","LOCURA","DINGUE","VERRÜCKT","FOLLE","MALUCA"
"DIFFICULTY_NAME_3","不可能","","IMPOSIBLE","IMPOSSIBLE","UNMÖGLICH","IMPOSSIBILE","IMPOSSÍVEL"
"","","","","","","",""
"MAP_HARDPATH_BANNER","困難","","DIFÍCIL","DIFFICILE","HART","DIFFICILE","DIFÍCIL"
"","","","","","","",""
"STRINGFUCKUP_CAVESPEAK_1CH_0","a","if a cat has 0 intelligence or less, the event text gets transformed into ""idiot speak/cavespeak"". its not critical that these pieces get localized, but you said they might need to be. The character length of these pieces is strict because they're glued together randomly to match the length of the words they're replacing. The 1-character strings should be vowels since they're often inserted in between other pieces","a","a","a","a","a"
"STRINGFUCKUP_CAVESPEAK_1CH_1","o","","o","o","o","o","o"
"STRINGFUCKUP_CAVESPEAK_1CH_2","u","","u","u","u","u","u"
"STRINGFUCKUP_CAVESPEAK_1CH_3","i","","i","i","i","i","i"
"STRINGFUCKUP_CAVESPEAK_2CH_0","gu","","gu","gu","gu","gu","gu"
"STRINGFUCKUP_CAVESPEAK_2CH_1","bu","","bu","bu","bu","bu","bu"
"STRINGFUCKUP_CAVESPEAK_2CH_2","og","","og","og","ok","og","og"
"STRINGFUCKUP_CAVESPEAK_2CH_3","ag","","ag","ag","ak","ag","ag"
"STRINGFUCKUP_CAVESPEAK_2CH_4","mo","","mo","mo","mo","mo","mo"
"STRINGFUCKUP_CAVESPEAK_2CH_5","fu","","fu","fu","fu","fu","fu"
"STRINGFUCKUP_CAVESPEAK_2CH_6","ba","","ba","ba","ba","ba","ba"
"STRINGFUCKUP_CAVESPEAK_3CH_0","duh","","duh","duh","duh","duh","duh"
"STRINGFUCKUP_CAVESPEAK_3CH_1","hur","","hur","hur","hrr","hur","hur"
"STRINGFUCKUP_CAVESPEAK_3CH_2","bug","","bug","boug","buk","bug","bug"
"STRINGFUCKUP_CAVESPEAK_3CH_3","oog","","oog","oug","uck","oog","oog"
"STRINGFUCKUP_CAVESPEAK_3CH_4","fug","","fug","fug","fuk","fug","fug"
"STRINGFUCKUP_CAVESPEAK_3CH_5","mur","","mur","mur","mur","mur","mur"
"STRINGFUCKUP_CAVESPEAK_3CH_6","doh","","doh","doh","doh","doh","doh"
"STRINGFUCKUP_CAVESPEAK_3CH_7","bah","","bah","bah","bah","bah","bah"
"STRINGFUCKUP_CAVESPEAK_3CH_8","der","","der","der","der","der","der"
"STRINGFUCKUP_CAVESPEAK_3CH_9","dur","","dur","dur","dur","dur","dur"
"STRINGFUCKUP_CAVESPEAK_4CH_0","grog","","grog","grog","grok","grog","grog"
"STRINGFUCKUP_CAVESPEAK_4CH_1","mook","","mook","mouk","muck","mook","mook"
"STRINGFUCKUP_CAVESPEAK_4CH_2","ooga","","ooga","ouga","ugga","ooga","ooga"
"STRINGFUCKUP_CAVESPEAK_4CH_3","boog","","boog","boug","bugg","boog","boog"
"STRINGFUCKUP_CAVESPEAK_4CH_4","durh","","durh","durh","durh","durh","durh"
"STRINGFUCKUP_CAVESPEAK_4CH_5","durr","","durr","durr","durr","durr","durr"
"STRINGFUCKUP_CAVESPEAK_4CH_6","duhh","","duhh","duhh","duhh","duhh","duhh"
"STRINGFUCKUP_CAVESPEAK_4CH_7","muhh","","muhh","muhh","muhh","muhh","muhh"
"STRINGFUCKUP_CAVESPEAK_4CH_8","derp","","derp","baba","derp","derp","derp"
"STRINGFUCKUP_CAVESPEAK_4CH_9","poop","","poop","caca","pups","caca","poop"
"STRINGFUCKUP_CAVESPEAK_4CH_10","herp","","herp","herp","herp","herp","herp"
"STRINGFUCKUP_CAVESPEAK_4CH_11","herr","","herr","herr","herr","herr","herr"
"STRINGFUCKUP_CAVESPEAK_4CH_12","hurr","","hurr","hurr","hurr","hurr","hurr"
"STRINGFUCKUP_CAVESPEAK_4CH_13","ugna","","ugna","ugna","ukna","ugna","ugna"
"STRINGFUCKUP_CAVESPEAK_5CH_0","booga","","booga","bouga","bugga","booga","booga"
"STRINGFUCKUP_CAVESPEAK_5CH_1","duhhh","","duhhh","duhhh","duhhh","duhhh","duhhh"
"STRINGFUCKUP_CAVESPEAK_5CH_2","mooga","","mooga","mouga","mugga","mooga","mooga"
"STRINGFUCKUP_CAVESPEAK_5CH_3","poopy","","poopy","popo","pupsi","cacca","poopy"
"STRINGFUCKUP_CAVESPEAK_5CH_4","derpy","","derpy","bobo","dupsi","scemo","derpy"
"","","","","","","",""
